productId,title,category,matched_keyword,forecast_score
P1857,Sleeveless Solid Loafer,loafer,loafer,1.9
P1879,Vintage New Loafer,loafer,loafer,1.9
P1912,Floral Mid-rise Loafer,loafer,loafer,1.9
P1920,Leather Sleeveless Loafer,loafer,loafer,1.9
P1988,Navy Trendy Loafer,loafer,loafer,1.9
P1990,New Unisex Loafer,loafer,loafer,1.9
P2019,Linen Cropped Loafer,loafer,loafer,1.9
P2028,Cotton White Loafer,loafer,loafer,1.9
P2066,Plaid Floral Loafer,loafer,loafer,1.9
P2087,Wool Longline Loafer,loafer,loafer,1.9
P2099,Floral Solid Loafer,loafer,loafer,1.9
P2101,Loose Striped Loafer,loafer,loafer,1.9
P2121,Winter Black Loafer,loafer,loafer,1.9
P2148,Slim Fit Sleeveless Loafer,loafer,loafer,1.9
P3157,Beige Loose Loafer,loafer,loafer,1.9
P2190,Navy Cropped Loafer,loafer,loafer,1.9
P2244,Plaid Mid-rise Loafer,loafer,loafer,1.9
P2257,Printed Plus Size Loafer,loafer,loafer,1.9
P2346,High-waisted Winter Loafer,loafer,loafer,1.9
P2517,Striped Sleeveless Loafer,loafer,loafer,1.9
P2567,Navy Longline Loafer,loafer,loafer,1.9
P2645,Low-rise Sleeveless Loafer,loafer,loafer,1.9
P2646,Women High-waisted Loafer,loafer,loafer,1.9
P2656,Linen Organic Loafer,loafer,loafer,1.9
P2679,Navy Plaid Loafer,loafer,loafer,1.9
P2693,Floral Beige Loafer,loafer,loafer,1.9
P2704,Striped Black Loafer,loafer,loafer,1.9
P2710,Men Fitted Loafer,loafer,loafer,1.9
P2741,Fall Mid-rise Loafer,loafer,loafer,1.9
P2759,Beige High-waisted Loafer,loafer,loafer,1.9
P3726,Spring Mid-rise Loafer,loafer,loafer,1.9
P2812,Tall High-waisted Loafer,loafer,loafer,1.9
P2840,Solid Oversized Loafer,loafer,loafer,1.9
P2864,White Loose Loafer,loafer,loafer,1.9
P2888,Trendy Vintage Loafer,loafer,loafer,1.9
P2926,Mid-rise Printed Loafer,loafer,loafer,1.9
P2958,Plus Size Striped Loafer,loafer,loafer,1.9
P3017,Fitted Oversized Loafer,loafer,loafer,1.9
P3019,Minimalist Summer Loafer,loafer,loafer,1.9
P3033,Cotton Petite Loafer,loafer,loafer,1.9
P3048,Men Spring Loafer,loafer,loafer,1.9
P3071,Tall Cotton Loafer,loafer,loafer,1.9
P3072,Navy Fitted Loafer,loafer,loafer,1.9
P3102,Striped Denim Loafer,loafer,loafer,1.9
P3123,Slim Fit Navy Loafer,loafer,loafer,1.9
P3135,Women Floral Loafer,loafer,loafer,1.9
P4105,Organic Black Loafer,loafer,loafer,1.9
P3346,Spring Plus Size Loafer,loafer,loafer,1.9
P3363,Vintage Minimalist Loafer,loafer,loafer,1.9
P3370,Low-rise Mid-rise Loafer,loafer,loafer,1.9
P3396,Leather Slim Fit Loafer,loafer,loafer,1.9
P3429,Olive Petite Loafer,loafer,loafer,1.9
P3569,Wool Men Loafer,loafer,loafer,1.9
P3583,Printed Oversized Loafer,loafer,loafer,1.9
P3603,Olive Plus Size Loafer,loafer,loafer,1.9
P3616,Unisex Unisex Loafer,loafer,loafer,1.9
P3635,Cropped Longline Loafer,loafer,loafer,1.9
P3650,Denim Trendy Loafer,loafer,loafer,1.9
P3666,Printed Plus Size Loafer,loafer,loafer,1.9
P3667,Slim Fit Fall Loafer,loafer,loafer,1.9
P3672,Spring Beige Loafer,loafer,loafer,1.9
P3678,Fitted Plus Size Loafer,loafer,loafer,1.9
P4661,Cotton Loose Loafer,loafer,loafer,1.9
P3760,Women Trendy Loafer,loafer,loafer,1.9
P3817,White Men Loafer,loafer,loafer,1.9
P3835,Low-rise Spring Loafer,loafer,loafer,1.9
P3856,Striped Fall Loafer,loafer,loafer,1.9
P3869,New Trendy Loafer,loafer,loafer,1.9
P3871,Slim Fit Organic Loafer,loafer,loafer,1.9
P3897,Tall Slim Fit Loafer,loafer,loafer,1.9
P3917,Minimalist Plus Size Loafer,loafer,loafer,1.9
P3965,Wool Minimalist Loafer,loafer,loafer,1.9
P3967,Spring High-waisted Loafer,loafer,loafer,1.9
P4032,Solid Men Loafer,loafer,loafer,1.9
P4059,New High-waisted Loafer,loafer,loafer,1.9
P4060,Petite Oversized Loafer,loafer,loafer,1.9
P4069,Denim Longline Loafer,loafer,loafer,1.9
P4087,Denim Tall Loafer,loafer,loafer,1.9
P5143,Solid Spring Loafer,loafer,loafer,1.9
P4106,Low-rise Oversized Loafer,loafer,loafer,1.9
P4146,Wool Loose Loafer,loafer,loafer,1.9
P4180,Unisex Women Loafer,loafer,loafer,1.9
P4201,Women Linen Loafer,loafer,loafer,1.9
P4221,Summer Vintage Loafer,loafer,loafer,1.9
P4260,Longline Longline Loafer,loafer,loafer,1.9
P4272,White Linen Loafer,loafer,loafer,1.9
P4337,Cropped Longline Loafer,loafer,loafer,1.9
P4346,High-waisted Leather Loafer,loafer,loafer,1.9
P4560,Wool Striped Loafer,loafer,loafer,1.9
P4575,White Tall Loafer,loafer,loafer,1.9
P4584,Vintage Leather Loafer,loafer,loafer,1.9
P4609,Low-rise Vintage Loafer,loafer,loafer,1.9
P4611,Women Leather Loafer,loafer,loafer,1.9
P4621,Organic Printed Loafer,loafer,loafer,1.9
P5510,Slim Fit Summer Loafer,loafer,loafer,1.9
P4685,Fall Low-rise Loafer,loafer,loafer,1.9
P4721,Fitted Winter Loafer,loafer,loafer,1.9
P4736,New Vintage Loafer,loafer,loafer,1.9
P4819,Mid-rise Fall Loafer,loafer,loafer,1.9
P4821,Cotton Longline Loafer,loafer,loafer,1.9
P4829,Sleeveless Plaid Loafer,loafer,loafer,1.9
P4832,New White Loafer,loafer,loafer,1.9
P4852,Unisex Trendy Loafer,loafer,loafer,1.9
P4866,White Men Loafer,loafer,loafer,1.9
P4949,Fitted Fitted Loafer,loafer,loafer,1.9
P5029,Mid-rise Women Loafer,loafer,loafer,1.9
P5051,Vintage Men Loafer,loafer,loafer,1.9
P5089,Floral Plaid Loafer,loafer,loafer,1.9
P5092,New Petite Loafer,loafer,loafer,1.9
P5138,Summer Black Loafer,loafer,loafer,1.9
P5966,Wool Men Loafer,loafer,loafer,1.9
P5158,Loose New Loafer,loafer,loafer,1.9
P5167,White Slim Fit Loafer,loafer,loafer,1.9
P5241,Sleeveless Plaid Loafer,loafer,loafer,1.9
P5249,Minimalist Plaid Loafer,loafer,loafer,1.9
P5256,Low-rise Floral Loafer,loafer,loafer,1.9
P5283,Cotton Summer Loafer,loafer,loafer,1.9
P5293,Beige Minimalist Loafer,loafer,loafer,1.9
P5302,Summer Cropped Loafer,loafer,loafer,1.9
P5315,Leather Striped Loafer,loafer,loafer,1.9
P5384,Men Solid Loafer,loafer,loafer,1.9
P5388,New Petite Loafer,loafer,loafer,1.9
P5396,Women Striped Loafer,loafer,loafer,1.9
P5463,Olive Leather Loafer,loafer,loafer,1.9
P5486,Olive Slim Fit Loafer,loafer,loafer,1.9
P5493,Slim Fit Unisex Loafer,loafer,loafer,1.9
P6520,Women Mid-rise Loafer,loafer,loafer,1.9
P5522,Oversized Wool Loafer,loafer,loafer,1.9
P5544,Loose Floral Loafer,loafer,loafer,1.9
P5557,Navy Leather Loafer,loafer,loafer,1.9
P5587,Vintage Olive Loafer,loafer,loafer,1.9
P5608,Longline Beige Loafer,loafer,loafer,1.9
P5613,Floral Trendy Loafer,loafer,loafer,1.9
P5629,Denim Beige Loafer,loafer,loafer,1.9
P5673,Oversized High-waisted Loafer,loafer,loafer,1.9
P5752,Leather Plus Size Loafer,loafer,loafer,1.9
P5766,Floral Leather Loafer,loafer,loafer,1.9
P5786,White Slim Fit Loafer,loafer,loafer,1.9
P5815,New Mid-rise Loafer,loafer,loafer,1.9
P5826,Low-rise Men Loafer,loafer,loafer,1.9
P5849,Sleeveless Low-rise Loafer,loafer,loafer,1.9
P5946,Denim Organic Loafer,loafer,loafer,1.9
P7211,Low-rise Oversized Loafer,loafer,loafer,1.9
P5967,Oversized Minimalist Loafer,loafer,loafer,1.9
P5994,Women Vintage Loafer,loafer,loafer,1.9
P6013,High-waisted High-waisted Loafer,loafer,loafer,1.9
P6127,Cotton Fitted Loafer,loafer,loafer,1.9
P6190,High-waisted Cotton Loafer,loafer,loafer,1.9
P6227,Low-rise Black Loafer,loafer,loafer,1.9
P6250,Linen Vintage Loafer,loafer,loafer,1.9
P6254,Fitted Women Loafer,loafer,loafer,1.9
P6320,Denim Olive Loafer,loafer,loafer,1.9
P6353,Petite Solid Loafer,loafer,loafer,1.9
P6364,Mid-rise Olive Loafer,loafer,loafer,1.9
P6389,High-waisted Low-rise Loafer,loafer,loafer,1.9
P6417,Navy Spring Loafer,loafer,loafer,1.9
P6505,Black Cotton Loafer,loafer,loafer,1.9
P6506,Cotton Mid-rise Loafer,loafer,loafer,1.9
P7589,Men Plus Size Loafer,loafer,loafer,1.9
P6537,Printed Navy Loafer,loafer,loafer,1.9
P6582,Organic Leather Loafer,loafer,loafer,1.9
P6600,Tall Winter Loafer,loafer,loafer,1.9
P6640,Organic High-waisted Loafer,loafer,loafer,1.9
P6663,Tall Men Loafer,loafer,loafer,1.9
P6694,Organic Solid Loafer,loafer,loafer,1.9
P6852,Fitted Low-rise Loafer,loafer,loafer,1.9
P6861,Summer Leather Loafer,loafer,loafer,1.9
P6867,Petite Floral Loafer,loafer,loafer,1.9
P6882,Women Oversized Loafer,loafer,loafer,1.9
P6923,Organic Black Loafer,loafer,loafer,1.9
P7019,Minimalist Beige Loafer,loafer,loafer,1.9
P7023,Winter Loose Loafer,loafer,loafer,1.9
P7069,Plaid Organic Loafer,loafer,loafer,1.9
P7101,Longline Plus Size Loafer,loafer,loafer,1.9
P8044,Slim Fit Minimalist Loafer,loafer,loafer,1.9
P7215,Olive Summer Loafer,loafer,loafer,1.9
P7236,Linen Fall Loafer,loafer,loafer,1.9
P7324,Oversized Slim Fit Loafer,loafer,loafer,1.9
P7335,Petite Longline Loafer,loafer,loafer,1.9
P7339,Summer White Loafer,loafer,loafer,1.9
P7355,High-waisted Vintage Loafer,loafer,loafer,1.9
P7357,Fitted Oversized Loafer,loafer,loafer,1.9
P7364,Unisex Denim Loafer,loafer,loafer,1.9
P7378,Tall Women Loafer,loafer,loafer,1.9
P7424,Plaid Vintage Loafer,loafer,loafer,1.9
P7476,Sleeveless Mid-rise Loafer,loafer,loafer,1.9
P7481,Organic Fitted Loafer,loafer,loafer,1.9
P7489,Denim White Loafer,loafer,loafer,1.9
P7496,Beige Solid Loafer,loafer,loafer,1.9
P7520,Petite Wool Loafer,loafer,loafer,1.9
P8478,Minimalist Tall Loafer,loafer,loafer,1.9
P7616,Summer Fall Loafer,loafer,loafer,1.9
P7617,Men Vintage Loafer,loafer,loafer,1.9
P7623,Beige Women Loafer,loafer,loafer,1.9
P7649,Printed Plaid Loafer,loafer,loafer,1.9
P7676,Trendy Striped Loafer,loafer,loafer,1.9
P7724,Unisex Minimalist Loafer,loafer,loafer,1.9
P7726,Women Men Loafer,loafer,loafer,1.9
P7792,New Tall Loafer,loafer,loafer,1.9
P7848,Trendy Petite Loafer,loafer,loafer,1.9
P7910,Petite Trendy Loafer,loafer,loafer,1.9
P7984,White Navy Loafer,loafer,loafer,1.9
P8001,Navy Printed Loafer,loafer,loafer,1.9
P8007,Striped Minimalist Loafer,loafer,loafer,1.9
P8030,Denim Tall Loafer,loafer,loafer,1.9
P8043,Solid Women Loafer,loafer,loafer,1.9
P8775,Cropped Beige Loafer,loafer,loafer,1.9
P8105,Plaid Cotton Loafer,loafer,loafer,1.9
P8119,Navy Denim Loafer,loafer,loafer,1.9
P8142,Longline Mid-rise Loafer,loafer,loafer,1.9
P8173,Spring Cropped Loafer,loafer,loafer,1.9
P8197,Minimalist Slim Fit Loafer,loafer,loafer,1.9
P8201,Low-rise Trendy Loafer,loafer,loafer,1.9
P8214,Striped Plaid Loafer,loafer,loafer,1.9
P8248,Spring Men Loafer,loafer,loafer,1.9
P8256,Loose Men Loafer,loafer,loafer,1.9
P8276,Beige Minimalist Loafer,loafer,loafer,1.9
P8325,Spring High-waisted Loafer,loafer,loafer,1.9
P8355,Unisex Slim Fit Loafer,loafer,loafer,1.9
P8391,Solid Sleeveless Loafer,loafer,loafer,1.9
P8447,White Women Loafer,loafer,loafer,1.9
P8458,Trendy Cotton Loafer,loafer,loafer,1.9
P8966,Low-rise Denim Loafer,loafer,loafer,1.9
P8509,Unisex Linen Loafer,loafer,loafer,1.9
P8523,Denim Mid-rise Loafer,loafer,loafer,1.9
P8548,Solid Fitted Loafer,loafer,loafer,1.9
P8549,Mid-rise Plaid Loafer,loafer,loafer,1.9
P8581,High-waisted White Loafer,loafer,loafer,1.9
P8583,Fall Beige Loafer,loafer,loafer,1.9
P8633,Plus Size Beige Loafer,loafer,loafer,1.9
P8663,Vintage Minimalist Loafer,loafer,loafer,1.9
P8665,Vintage Denim Loafer,loafer,loafer,1.9
P8674,Black Mid-rise Loafer,loafer,loafer,1.9
P8676,Organic Fitted Loafer,loafer,loafer,1.9
P8682,Winter Spring Loafer,loafer,loafer,1.9
P8714,Denim Summer Loafer,loafer,loafer,1.9
P8726,Oversized Fall Loafer,loafer,loafer,1.9
P8728,Tall Tall Loafer,loafer,loafer,1.9
P9515,Printed Beige Loafer,loafer,loafer,1.9
P8791,New Linen Loafer,loafer,loafer,1.9
P8794,Plaid Plaid Loafer,loafer,loafer,1.9
P8831,High-waisted Oversized Loafer,loafer,loafer,1.9
P8832,Wool Men Loafer,loafer,loafer,1.9
P8838,Summer Floral Loafer,loafer,loafer,1.9
P8843,Printed Wool Loafer,loafer,loafer,1.9
P8866,Beige Solid Loafer,loafer,loafer,1.9
P8876,Cotton Oversized Loafer,loafer,loafer,1.9
P8914,Beige Olive Loafer,loafer,loafer,1.9
P8937,Unisex Organic Loafer,loafer,loafer,1.9
P8939,Summer Oversized Loafer,loafer,loafer,1.9
P8942,Cropped Floral Loafer,loafer,loafer,1.9
P8947,Trendy Solid Loafer,loafer,loafer,1.9
P8948,Tall Low-rise Loafer,loafer,loafer,1.9
P8965,Printed Solid Loafer,loafer,loafer,1.9
P9932,Beige Beige Loafer,loafer,loafer,1.9
P8988,Mid-rise Solid Loafer,loafer,loafer,1.9
P9066,White Loose Loafer,loafer,loafer,1.9
P9077,Floral Vintage Loafer,loafer,loafer,1.9
P9135,Tall Trendy Loafer,loafer,loafer,1.9
P9210,Winter Striped Loafer,loafer,loafer,1.9
P9215,Plaid Summer Loafer,loafer,loafer,1.9
P9227,Plus Size Unisex Loafer,loafer,loafer,1.9
P9270,Plaid Oversized Loafer,loafer,loafer,1.9
P9308,Printed Striped Loafer,loafer,loafer,1.9
P9392,Slim Fit Slim Fit Loafer,loafer,loafer,1.9
P9395,Cropped High-waisted Loafer,loafer,loafer,1.9
P9398,Oversized Minimalist Loafer,loafer,loafer,1.9
P9400,Printed Low-rise Loafer,loafer,loafer,1.9
P9502,Striped Navy Loafer,loafer,loafer,1.9
P9507,Loose High-waisted Loafer,loafer,loafer,1.9
P10274,Men Oversized Loafer,loafer,loafer,1.9
P9619,Vintage Petite Loafer,loafer,loafer,1.9
P9656,Minimalist Men Loafer,loafer,loafer,1.9
P9668,Linen Beige Loafer,loafer,loafer,1.9
P9712,Fall Winter Loafer,loafer,loafer,1.9
P9743,Summer New Loafer,loafer,loafer,1.9
P9759,Beige Cotton Loafer,loafer,loafer,1.9
P9783,Cropped Unisex Loafer,loafer,loafer,1.9
P9808,Organic Printed Loafer,loafer,loafer,1.9
P9833,Wool Minimalist Loafer,loafer,loafer,1.9
P9852,Low-rise Low-rise Loafer,loafer,loafer,1.9
P9859,Winter Longline Loafer,loafer,loafer,1.9
P9903,Spring High-waisted Loafer,loafer,loafer,1.9
P9904,Petite Low-rise Loafer,loafer,loafer,1.9
P9908,Black Cotton Loafer,loafer,loafer,1.9
P9928,High-waisted Organic Loafer,loafer,loafer,1.9
P10650,Cropped Tall Loafer,loafer,loafer,1.9
P9953,Wool Winter Loafer,loafer,loafer,1.9
P9960,Oversized Printed Loafer,loafer,loafer,1.9
P9974,Tall Vintage Loafer,loafer,loafer,1.9
P9993,Loose Wool Loafer,loafer,loafer,1.9
P10015,Linen Cotton Loafer,loafer,loafer,1.9
P10026,Loose Fall Loafer,loafer,loafer,1.9
P10050,Oversized Denim Loafer,loafer,loafer,1.9
P10120,Loose High-waisted Loafer,loafer,loafer,1.9
P10139,Oversized Trendy Loafer,loafer,loafer,1.9
P10156,Organic Oversized Loafer,loafer,loafer,1.9
P10193,Slim Fit Summer Loafer,loafer,loafer,1.9
P10196,Denim Men Loafer,loafer,loafer,1.9
P10207,Spring Oversized Loafer,loafer,loafer,1.9
P10223,Fall Men Loafer,loafer,loafer,1.9
P10242,Mid-rise Tall Loafer,loafer,loafer,1.9
P1028,Floral White Blouse,blouse,blouse,1.9
P10294,Cotton Floral Loafer,loafer,loafer,1.9
P10296,Plaid Navy Loafer,loafer,loafer,1.9
P10336,Organic Floral Loafer,loafer,loafer,1.9
P10338,Cotton Petite Loafer,loafer,loafer,1.9
P10378,Summer Loose Loafer,loafer,loafer,1.9
P10402,Organic Plus Size Loafer,loafer,loafer,1.9
P10413,Low-rise Low-rise Loafer,loafer,loafer,1.9
P10419,Petite Denim Loafer,loafer,loafer,1.9
P10422,New Oversized Loafer,loafer,loafer,1.9
P10430,Leather White Loafer,loafer,loafer,1.9
P10440,Linen Spring Loafer,loafer,loafer,1.9
P10487,Sleeveless Fall Loafer,loafer,loafer,1.9
P10489,Spring Mid-rise Loafer,loafer,loafer,1.9
P10535,Black Fitted Loafer,loafer,loafer,1.9
P10562,New Fitted Loafer,loafer,loafer,1.9
P1416,New Women Blouse,blouse,blouse,1.9
P10679,Denim Solid Loafer,loafer,loafer,1.9
P10686,Mid-rise Cropped Loafer,loafer,loafer,1.9
P10718,Cotton Cropped Loafer,loafer,loafer,1.9
P10766,Solid Plus Size Loafer,loafer,loafer,1.9
P10767,Floral Mid-rise Loafer,loafer,loafer,1.9
P10781,Sleeveless Linen Loafer,loafer,loafer,1.9
P10797,Floral Minimalist Loafer,loafer,loafer,1.9
P10841,Unisex Linen Loafer,loafer,loafer,1.9
P10846,Denim White Loafer,loafer,loafer,1.9
P10894,Mid-rise Spring Loafer,loafer,loafer,1.9
P10961,Cropped Minimalist Loafer,loafer,loafer,1.9
P10996,Winter Petite Loafer,loafer,loafer,1.9
P1014,Wool Leather Blouse,blouse,blouse,1.9
P1017,Floral Slim Fit Blouse,blouse,blouse,1.9
P1023,Oversized Fall Blouse,blouse,blouse,1.9
P1686,High-waisted Sleeveless Blouse,blouse,blouse,1.9
P1037,New Sleeveless Blouse,blouse,blouse,1.9
P1044,Leather High-waisted Blouse,blouse,blouse,1.9
P1064,High-waisted Printed Blouse,blouse,blouse,1.9
P1084,Petite Beige Blouse,blouse,blouse,1.9
P1087,Beige Trendy Blouse,blouse,blouse,1.9
P1108,New Slim Fit Blouse,blouse,blouse,1.9
P1120,Leather Oversized Blouse,blouse,blouse,1.9
P1128,Plaid Beige Blouse,blouse,blouse,1.9
P1132,Plaid Olive Blouse,blouse,blouse,1.9
P1134,Petite Men Blouse,blouse,blouse,1.9
P1139,Summer Slim Fit Blouse,blouse,blouse,1.9
P1276,Navy Unisex Blouse,blouse,blouse,1.9
P1309,Beige Unisex Blouse,blouse,blouse,1.9
P1341,New White Blouse,blouse,blouse,1.9
P1397,Solid Low-rise Blouse,blouse,blouse,1.9
P2114,Low-rise Longline Blouse,blouse,blouse,1.9
P1428,Cropped Sleeveless Coat,coat,blouse,1.9
P1449,Vintage Longline Blouse,blouse,blouse,1.9
P1462,Wool White Blouse,blouse,blouse,1.9
P1519,New Denim Blouse,blouse,blouse,1.9
P1529,Denim Men Crop Top,crop top,blouse,1.9
P1554,Floral Longline Blouse,blouse,blouse,1.9
P1569,High-waisted Black Blouse,blouse,blouse,1.9
P1597,Olive Linen Blouse,blouse,blouse,1.9
P1616,Unisex Vintage Blouse,blouse,blouse,1.9
P1656,Olive Slim Fit Blouse,blouse,blouse,1.9
P1659,Plaid White Blouse,blouse,blouse,1.9
P1668,Floral Summer Blouse,blouse,blouse,1.9
P1676,Men Black Blouse,blouse,blouse,1.9
P1681,Leather Winter Slides,slides,blouse,1.9
P1683,Plaid Plus Size Blouse,blouse,blouse,1.9
P2525,Cropped Printed Blouse,blouse,blouse,1.9
P1694,Oversized High-waisted Blouse,blouse,blouse,1.9
P1751,Fitted Oversized Blouse,blouse,blouse,1.9
P1802,New Black Blouse,blouse,blouse,1.9
P1831,Oversized Oversized Blouse,blouse,blouse,1.9
P1843,Floral Navy Blouse,blouse,blouse,1.9
P1866,Sleeveless Floral Blouse,blouse,blouse,1.9
P1871,Oversized Women Blouse,blouse,blouse,1.9
P1915,Floral Vintage Blouse,blouse,blouse,1.9
P1955,Navy High-waisted Blouse,blouse,blouse,1.9
P1981,Navy Unisex Blouse,blouse,blouse,1.9
P1989,Striped Organic Blouse,blouse,blouse,1.9
P2044,Fitted Floral Blouse,blouse,blouse,1.9
P2050,Floral Summer Blouse,blouse,blouse,1.9
P2060,Mid-rise Fall Blouse,blouse,blouse,1.9
P2083,Plaid Organic Blouse,blouse,blouse,1.9
P2878,Navy Plaid Blouse,blouse,blouse,1.9
P2129,Mid-rise Printed Blouse,blouse,blouse,1.9
P2155,Spring Loose Blouse,blouse,blouse,1.9
P2167,Longline Men Blouse,blouse,blouse,1.9
P2183,White Fitted Blouse,blouse,blouse,1.9
P2202,Mid-rise White Blouse,blouse,blouse,1.9
P2292,Oversized Oversized Blouse,blouse,blouse,1.9
P2300,Black Petite Blouse,blouse,blouse,1.9
P2303,Vintage Vintage Blouse,blouse,blouse,1.9
P2375,Petite Sleeveless Blouse,blouse,blouse,1.9
P2387,Vintage Floral Blouse,blouse,blouse,1.9
P2395,Longline Plus Size Blouse,blouse,blouse,1.9
P2426,Unisex Navy Blouse,blouse,blouse,1.9
P2436,Black Trendy Blouse,blouse,blouse,1.9
P2475,Wool Fitted Blouse,blouse,blouse,1.9
P2519,Beige Beige Flats,flats,blouse,1.9
P3307,Wool Leather Blouse,blouse,blouse,1.9
P2548,Loose Linen Blouse,blouse,blouse,1.9
P2589,Navy Olive Blouse,blouse,blouse,1.9
P2595,Cotton Oversized Blouse,blouse,blouse,1.9
P2602,Plaid Women Blouse,blouse,blouse,1.9
P2618,Leather Minimalist Blouse,blouse,blouse,1.9
P2633,Longline Navy Blouse,blouse,blouse,1.9
P2643,Solid Beige Blouse,blouse,blouse,1.9
P2647,Mid-rise White Blouse,blouse,blouse,1.9
P2705,Tall Floral Blouse,blouse,blouse,1.9
P2723,Loose Linen Blouse,blouse,blouse,1.9
P2738,Organic Linen Blouse,blouse,blouse,1.9
P2745,Wool Floral Blouse,blouse,blouse,1.9
P2799,New Plaid Blouse,blouse,blouse,1.9
P2850,Cotton Sleeveless Blouse,blouse,blouse,1.9
P2870,Cropped Olive Blouse,blouse,blouse,1.9
P3629,Denim Summer Blouse,blouse,blouse,1.9
P2897,Fall Fitted Blouse,blouse,blouse,1.9
P3045,Wool Leather Blouse,blouse,blouse,1.9
P3080,Oversized Leather Blouse,blouse,blouse,1.9
P3094,Olive Vintage Blouse,blouse,blouse,1.9
P3114,Tall Black Blouse,blouse,blouse,1.9
P3155,Slim Fit Fitted Blouse,blouse,blouse,1.9
P3200,New Men Blouse,blouse,blouse,1.9
P3205,Unisex Beige Flats,flats,blouse,1.9
P3219,Loose Olive Heels,heels,blouse,1.9
P3233,Linen Floral Blouse,blouse,blouse,1.9
P3246,Sleeveless Organic Blouse,blouse,blouse,1.9
P3272,Denim Striped Blouse,blouse,blouse,1.9
P3274,Leather Plus Size Blouse,blouse,blouse,1.9
P3286,Floral Solid Blouse,blouse,blouse,1.9
P3303,Sleeveless Organic Blouse,blouse,blouse,1.9
P3981,Men Women Blouse,blouse,blouse,1.9
P3312,White White Blouse,blouse,blouse,1.9
P3334,New Slim Fit Blouse,blouse,blouse,1.9
P3342,Linen Vintage Blouse,blouse,blouse,1.9
P3343,Oversized Navy Blouse,blouse,blouse,1.9
P3371,Solid Winter Blouse,blouse,blouse,1.9
P3417,Beige Fitted Blouse,blouse,blouse,1.9
P3421,Petite Slim Fit Blouse,blouse,blouse,1.9
P3459,Fitted New Blouse,blouse,blouse,1.9
P3480,Solid Spring Blouse,blouse,blouse,1.9
P3530,Longline Black Blouse,blouse,blouse,1.9
P3534,Black Cropped Blouse,blouse,blouse,1.9
P3557,Organic Trendy Blouse,blouse,blouse,1.9
P3563,Denim Slim Fit Blouse,blouse,blouse,1.9
P3584,Leather Slim Fit Blouse,blouse,blouse,1.9
P3589,Tall Denim Blouse,blouse,blouse,1.9
P4372,Slim Fit Organic Blouse,blouse,blouse,1.9
P3644,Trendy Denim Blouse,blouse,blouse,1.9
P3648,Vintage Trendy Blouse,blouse,blouse,1.9
P3661,Winter White Blouse,blouse,blouse,1.9
P3676,Striped Cropped Blouse,blouse,blouse,1.9
P3712,Striped Plus Size Blouse,blouse,blouse,1.9
P3729,Minimalist Wool Blouse,blouse,blouse,1.9
P3730,Oversized Longline Blouse,blouse,blouse,1.9
P3758,Wool White Blouse,blouse,blouse,1.9
P3771,Floral Sleeveless Blouse,blouse,blouse,1.9
P3775,Fall Wool Blouse,blouse,blouse,1.9
P3786,Slim Fit Vintage Blouse,blouse,blouse,1.9
P3819,Floral Beige Blouse,blouse,blouse,1.9
P3837,Slim Fit Slim Fit Blouse,blouse,blouse,1.9
P3883,Slim Fit Solid Blouse,blouse,blouse,1.9
P3967,Spring High-waisted Loafer,loafer,blouse,1.9
P4629,Beige Beige Blouse,blouse,blouse,1.9
P4064,Spring Winter Blouse,blouse,blouse,1.9
P4100,White Oversized Blouse,blouse,blouse,1.9
P4111,Winter Organic Blouse,blouse,blouse,1.9
P4123,Minimalist Winter Blouse,blouse,blouse,1.9
P4125,Fitted Denim Blouse,blouse,blouse,1.9
P4131,Tall Wool Blouse,blouse,blouse,1.9
P4189,Fall Fitted Blouse,blouse,blouse,1.9
P4190,Plus Size Loose Blouse,blouse,blouse,1.9
P4197,Fitted Leather Blouse,blouse,blouse,1.9
P4231,Cotton Navy Blouse,blouse,blouse,1.9
P4239,Solid Low-rise Blouse,blouse,blouse,1.9
P4240,High-waisted Plaid Blouse,blouse,blouse,1.9
P4270,Longline Men Blouse,blouse,blouse,1.9
P4291,Minimalist Plaid Blouse,blouse,blouse,1.9
P4293,Tall Slim Fit Blouse,blouse,blouse,1.9
P4947,Plaid Floral Blouse,blouse,blouse,1.9
P4377,Low-rise New Blouse,blouse,blouse,1.9
P4379,High-waisted Beige Blouse,blouse,blouse,1.9
P4404,Olive Denim Blouse,blouse,blouse,1.9
P4405,Plus Size Cropped Blouse,blouse,blouse,1.9
P4429,Plus Size Sleeveless Blouse,blouse,blouse,1.9
P4471,Navy Black Blouse,blouse,blouse,1.9
P4493,Striped Vintage Blouse,blouse,blouse,1.9
P4500,High-waisted Wool Blouse,blouse,blouse,1.9
P4509,Olive Slim Fit Blouse,blouse,blouse,1.9
P4510,Tall Fitted Blouse,blouse,blouse,1.9
P4537,Longline Linen Blouse,blouse,blouse,1.9
P4582,Solid Oversized Blouse,blouse,blouse,1.9
P4584,Vintage Leather Loafer,loafer,blouse,1.9
P4588,Vintage Loose Blouse,blouse,blouse,1.9
P4607,Organic Oversized Blouse,blouse,blouse,1.9
P5588,Sleeveless Oversized Blouse,blouse,blouse,1.9
P4638,Trendy Navy Blouse,blouse,blouse,1.9
P4681,Floral Striped Blouse,blouse,blouse,1.9
P4709,Striped Loose Blouse,blouse,blouse,1.9
P4725,High-waisted Slim Fit Blouse,blouse,blouse,1.9
